net,length_um
rf._05170_,7.52
rf._05330_,7.52
rf._05340_,7.52
rf._05365_,7.52
net193,7.52
net421,7.52
net529,7.52
net776,7.52
net874,7.52
net893,7.52
rf._03343_,7.5
rf._02593_,7.48
rf._03547_,7.48
rf._04210_,7.48
rf._04304_,7.48
rf._00036_,7.465
alu_inst.b\[15\],7.46
rf._01201_,7.46
net204,7.46
net231,7.46
net260,7.46
net268,7.46
net287,7.46
net324,7.46
net352,7.46
net353,7.46
net369,7.46
net383,7.46
net417,7.46
net446,7.46
net448,7.46
net524,7.46
net625,7.46
net683,7.46
net711,7.46
net719,7.46
net741,7.46
net744,7.46
net864,7.46
net882,7.46
net890,7.46
rf._01756_,7.44
rf._02317_,7.44
rf._05016_,7.44
rf._05127_,7.44
net408,7.44
net374,7.42
net426,7.42
net436,7.42
net597,7.42
rf._02129_,7.4
rf._00537_,7.385
rf._00290_,7.365
rf._00310_,7.365
rf._00893_,7.365
rf._01486_,7.36
net212,7.36
net587,7.36
net616,7.36
net185,7.34
net880,7.34
_041_,7.32
rf._01456_,7.32
rf._04727_,7.32
rf._05478_,7.32
rf.regs\[19\]\[30\],7.32
rf._00214_,7.305
rf._00938_,7.305
rf._01548_,7.3
rf._03828_,7.3
rf._02893_,7.29
rf._00185_,7.285
rf._02573_,7.28
rf._01196_,7.26
rf._01792_,7.24
rf._02647_,7.24
rf._03267_,7.24
rf._03652_,7.24
rf._03682_,7.24
rf._03981_,7.24
rf._04038_,7.24
rf._04125_,7.24
rf._01426_,7.22
rf._01592_,7.22
rf._01751_,7.22
rf._01779_,7.22
rf._02153_,7.22
rf._03373_,7.22
rf._03402_,7.22
rf._03616_,7.22
rf._03660_,7.22
rf._03961_,7.22
rf._04016_,7.22
rf._04064_,7.22
rf._04396_,7.22
rf._04606_,7.22
rf._04957_,7.22
rf._05161_,7.22
rf._05538_,7.22
rf._05635_,7.22
net278,7.22
net728,7.22
net830,7.22
rf._03592_,7.2
rf._04619_,7.2
rf._04938_,7.2
rf._05262_,7.2
rf._05472_,7.2
_020_,7.18
rf._01220_,7.18
rf._02058_,7.18
rf._02279_,7.18
rf._03097_,7.18
rf._04588_,7.18
rf._05011_,7.18
rf._05250_,7.18
rf._05298_,7.18
rf._05532_,7.18
rf._05562_,7.18
rf.rd2\[2\],7.18
net513,7.18
rf._00922_,7.165
rf._01097_,7.14
rf._01227_,7.14
rf._01887_,7.14
rf._04163_,7.14
rf._04782_,7.14
rf._03479_,7.12
rf._03928_,7.12
rf._04988_,7.12
net679,7.12
net731,7.12
rf._00993_,7.105
rf._01493_,7.1
rf._02142_,7.1
rf._02412_,7.1
rf._03009_,7.1
rf._03236_,7.1
rf._03301_,7.1
rf._03983_,7.1
rf._04350_,7.1
rf._04550_,7.1
rf._04642_,7.1
rf._04837_,7.1
rf._05029_,7.1
rf._05198_,7.1
rf._05335_,7.1
rf._05420_,7.1
rf._05531_,7.1
rf._05587_,7.1
rf._05734_,7.1
net116,7.1
net376,7.1
net603,7.1
net718,7.1
net784,7.1
rf._00998_,7.085
alu_inst._105_,7.08
rf._00231_,7.08
rf._01810_,7.08
rf._04237_,7.08
alu_inst._068_,7.06
alu_inst._125_,7.06
rf._01512_,7.06
rf._03550_,7.06
rf._03551_,7.06
rf._04186_,7.06
rf._04729_,7.06
rf._04976_,7.06
rf._04977_,7.06
rf._05169_,7.06
rf._05547_,7.06
rf._05616_,7.06
net172,7.06
net224,7.06
net252,7.06
net431,7.06
net560,7.06
net774,7.06
net841,7.06
rf._03250_,7.04
rf.regs\[5\]\[5\],7.04
rf._00801_,7.025
rf._00904_,7.025
rf._00921_,7.02
rf._00492_,7
rf._03530_,7
net161,7
net188,7
net192,7
net240,7
net273,7
net325,7
net331,7
net443,7
net445,7
net490,7
net530,7
net548,7
net558,7
net678,7
net698,7
net702,7
net709,7
net759,7
net809,7
net842,7
net865,7
net895,7
net95,6.98
rf._02744_,6.98
rf._04719_,6.98
rf._05111_,6.98
rf._05145_,6.98
rf._05561_,6.98
net255,6.98
net557,6.98
rf._05275_,6.96
net264,6.96
net290,6.96
net300,6.96
net455,6.96
net660,6.96
net713,6.96
net853,6.96
imem_inst._01_,6.94
rf._01739_,6.94
rf._02163_,6.94
net637,6.94
rf._00632_,6.925
rf._00898_,6.925
rf._04748_,6.92
alu_inst._228_,6.9
rf._01231_,6.9
rf._01322_,6.9
rf._02214_,6.9
rf._02795_,6.9
rf._03442_,6.9
rf._04121_,6.9
net335,6.9
net395,6.9
net791,6.9
net804,6.9
net822,6.9
rf._00606_,6.88
rf._04292_,6.88
rf._01517_,6.86
rf.regs\[21\]\[28\],6.86
net605,6.86
rf._01390_,6.84
rf._02696_,6.84
rf._00523_,6.835
rf._00001_,6.825
rf._00386_,6.825
rf._03933_,6.82
rf._04343_,6.82
rf._05032_,6.82
rf._00144_,6.805
rf._00502_,6.805
rf._02093_,6.8
rf._00168_,6.785
rf._00663_,6.785
rf._02512_,6.78
rf._02605_,6.78
rf._03371_,6.78
rf._03469_,6.78
rf._03819_,6.78
rf._05191_,6.78
net87,6.78
rf._00511_,6.765
alu_inst._144_,6.76
rf._01387_,6.76
rf._01545_,6.76
rf._01693_,6.76
rf._01738_,6.76
rf._01853_,6.76
rf._01890_,6.76
rf._01949_,6.76
rf._02363_,6.76
rf._02371_,6.76
rf._02406_,6.76
rf._02448_,6.76
rf._02690_,6.76
rf._02739_,6.76
rf._03233_,6.76
rf._03252_,6.76
rf._03439_,6.76
rf._03565_,6.76
rf._03571_,6.76
rf._03587_,6.76
rf._03985_,6.76
rf._04114_,6.76
rf._04168_,6.76
rf._04633_,6.76
rf._04634_,6.76
rf._04775_,6.76
rf._04826_,6.76
rf._04882_,6.76
rf._04913_,6.76
rf._04932_,6.76
rf._04975_,6.76
rf._05023_,6.76
rf._05253_,6.76
rf._05277_,6.76
rf._05305_,6.76
rf._05522_,6.76
rf._05620_,6.76
rf._05637_,6.76
rf._05789_,6.76
net126,6.76
net781,6.76
alu_inst._162_,6.74
rf._04854_,6.74
rf.regs\[5\]\[28\],6.74
rf.regs\[5\]\[2\],6.74
rf._00899_,6.725
rf._01234_,6.72
rf._01241_,6.72
rf._03234_,6.72
rf._03470_,6.72
rf._03585_,6.72
rf._03807_,6.72
rf._03852_,6.72
rf._04460_,6.72
rf._04738_,6.72
rf._04998_,6.72
rf._05190_,6.72
rf._05533_,6.72
rf._00068_,6.705
rf._00718_,6.705
rf._00905_,6.685
rf._05017_,6.68
alu_inst._031_,6.66
alu_inst._129_,6.66
rf._01368_,6.66
rf._01783_,6.66
rf._02265_,6.66
rf._02622_,6.66
rf._02971_,6.66
rf._03186_,6.66
rf._03317_,6.66
rf._03793_,6.66
rf._04680_,6.66
rf._04874_,6.66
rf._05183_,6.66
rf._05746_,6.66
_003_,6.64
alu_inst._233_,6.64
rf._00669_,6.64
rf._02313_,6.64
rf._02450_,6.64
rf._02957_,6.64
rf._03383_,6.64
rf._04226_,6.64
rf._04838_,6.64
rf._04873_,6.64
rf._04877_,6.64
rf._04902_,6.64
rf._05033_,6.64
rf._05037_,6.64
rf._05095_,6.64
rf._05175_,6.64
rf._05222_,6.64
rf._05242_,6.64
rf._05254_,6.64
rf._05283_,6.64
rf._05422_,6.64
rf._05430_,6.64
rf._05450_,6.64
rf._05467_,6.64
rf._05469_,6.64
rf._05633_,6.64
rf._05661_,6.64
rf._05678_,6.64
rf._05724_,6.64
rf._05731_,6.64
rf._05737_,6.64
rf._05741_,6.64
rf._05753_,6.64
net162,6.64
net210,6.64
net343,6.64
net432,6.64
net497,6.64
net591,6.64
net858,6.64
net860,6.64
rf._05185_,6.62
rf._05203_,6.62
rf._05238_,6.62
rf._01734_,6.6
rf._02346_,6.6
rf._03356_,6.6
rf._03557_,6.6
rf._03722_,6.6
rf._04002_,6.6
rf._04132_,6.6
rf._04855_,6.6
rf._04897_,6.6
rf._05007_,6.6
rf._05314_,6.6
rf._05354_,6.6
rf._05644_,6.6
rf._05679_,6.6
rf._05743_,6.6
net385,6.6
net665,6.6
net735,6.6
rf._03921_,6.58
rf._04991_,6.58
rf._00430_,6.565
rf._00353_,6.54
rf._00385_,6.54
rf._00651_,6.54
rf._00658_,6.54
rf._03740_,6.54
net219,6.54
net225,6.54
net236,6.54
net357,6.54
net397,6.54
net496,6.54
net534,6.54
net684,6.54
net703,6.54
net819,6.54
net831,6.54
net835,6.54
net868,6.54
rf._00708_,6.525
rf._01513_,6.52
rf._02362_,6.52
rf._02694_,6.52
rf._04092_,6.52
rf._04271_,6.52
rf._04506_,6.52
rf._04999_,6.52
rf._05142_,6.52
rf._05754_,6.52
net602,6.52
net732,6.52
rf._00228_,6.5
rf._05113_,6.5
net515,6.5
net670,6.5
net758,6.5
net772,6.5
rf._01365_,6.48
net340,6.48
rf._00485_,6.475
rf._00139_,6.465
rf._00783_,6.465
rf._00852_,6.445
alu_inst._141_,6.44
rf._01141_,6.44
rf._01296_,6.44
rf._01875_,6.44
rf._02010_,6.44
rf._02282_,6.44
rf._02654_,6.44
rf._02950_,6.44
rf._03118_,6.44
rf._03491_,6.44
rf._03691_,6.44
net202,6.44
net402,6.44
net415,6.44
net433,6.44
net488,6.44
net653,6.44
net663,6.44
net687,6.44
net705,6.44
net834,6.44
rf._01174_,6.42
rf._02193_,6.42
rf._02485_,6.42
rf._02504_,6.42
rf._02637_,6.42
rf._02673_,6.42
net659,6.42
net769,6.42
net849,6.42
alu_inst._069_,6.4
net97,6.4
rf._02599_,6.4
rf._04617_,6.4
rf.regs\[5\]\[4\],6.4
rf._03094_,6.38
rf._03906_,6.38
rf._04250_,6.38
rf._04454_,6.38
rf._00365_,6.365
rf._00506_,6.365
alu_inst._051_,6.36
rf._01351_,6.36
rf._00247_,6.345
alu_inst._179_,6.32
alu_inst._218_,6.32
rf._04245_,6.32
net567,6.32
rf._01183_,6.3
rf._01239_,6.3
rf._01291_,6.3
rf._01377_,6.3
rf._01934_,6.3
rf._02618_,6.3
rf._02733_,6.3
rf._03112_,6.3
rf._03323_,6.3
rf._03429_,6.3
rf._03841_,6.3
rf._03998_,6.3
rf._04592_,6.3
rf._04785_,6.3
rf._04832_,6.3
rf._04891_,6.3
rf._04987_,6.3
rf._05079_,6.3
rf._05107_,6.3
rf._05109_,6.3
rf._05208_,6.3
rf._05361_,6.3
rf._05460_,6.3
rf._05481_,6.3
net56,6.3
alu_inst._047_,6.28
rf._02529_,6.28
rf._03934_,6.28
rf._00499_,6.265
rf._03707_,6.26
rf._03861_,6.26
rf._04777_,6.26
rf._04799_,6.26
rf._04842_,6.26
rf._04899_,6.26
rf._04921_,6.26
rf._04950_,6.26
rf._05102_,6.26
rf._05112_,6.26
rf._05177_,6.26
rf._05368_,6.26
rf._05574_,6.26
rf._05764_,6.26
rf._00212_,6.245
rf._02665_,6.24
rf._00357_,6.225
rf._00806_,6.225
rf._00967_,6.225
alu_inst._095_,6.2
alu_inst._202_,6.2
rf._04037_,6.2
rf._04228_,6.2
net375,6.2
net598,6.2
net694,6.2
net775,6.2
alu_inst.a\[27\],6.18
rf._00210_,6.18
rf._01177_,6.18
rf._01313_,6.18
rf._01674_,6.18
rf._01959_,6.18
rf._02249_,6.18
rf._02531_,6.18
rf._02616_,6.18
rf._03153_,6.18
rf._03522_,6.18
rf._03586_,6.18
rf._03737_,6.18
rf._03829_,6.18
rf._04051_,6.18
rf._04176_,6.18
rf._04320_,6.18
rf._04495_,6.18
rf._04508_,6.18
rf._04562_,6.18
rf._04666_,6.18
rf._04696_,6.18
rf._04844_,6.18
rf._04980_,6.18
rf._04982_,6.18
rf._05088_,6.18
rf._05090_,6.18
rf._05100_,6.18
rf._05138_,6.18
rf._05140_,6.18
rf._05176_,6.18
rf._05223_,6.18
rf._05246_,6.18
rf._05255_,6.18
rf._05388_,6.18
rf._05457_,6.18
rf._05560_,6.18
rf._05646_,6.18
rf._05668_,6.18
rf._05682_,6.18
rf._05705_,6.18
rf._05740_,6.18
rf._05759_,6.18
rf._05760_,6.18
rf.regs\[15\]\[1\],6.18
net167,6.18
rf._00722_,6.165
rf._03168_,6.16
rf._01541_,6.14
rf._02222_,6.14
rf._03361_,6.14
rf._03659_,6.14
rf._04141_,6.14
rf._04764_,6.14
rf._04768_,6.14
rf._04776_,6.14
rf._04983_,6.14
rf._04997_,6.14
rf._05352_,6.14
rf._05370_,6.14
rf._05486_,6.14
rf._05518_,6.14
rf._05558_,6.14
rf._05583_,6.14
rf._05634_,6.14
rf._05677_,6.14
rf._05707_,6.14
rf._05796_,6.14
net484,6.14
net648,6.14
rf._04812_,6.12
rf._00070_,6.105
rf._00192_,6.105
rf._00238_,6.1
rf._00282_,6.08
rf._00561_,6.08
rf._00593_,6.08
rf._00731_,6.08
rf._00876_,6.08
rf._00908_,6.08
rf._00985_,6.08
rf._01184_,6.08
rf._01446_,6.08
rf._01788_,6.08
rf._01793_,6.08
rf._02005_,6.08
rf._03242_,6.08
rf._04022_,6.08
rf._05504_,6.08
net153,6.08
net165,6.08
net386,6.08
net561,6.08
net568,6.08
net658,6.08
net766,6.08
net805,6.08
net851,6.08
rf._01242_,6.06
rf._02062_,6.06
rf._02913_,6.06
rf._03290_,6.06
rf._04354_,6.06
rf._04376_,6.06
rf._04771_,6.06
rf._05292_,6.06
rf.regs\[25\]\[6\],6.06
net43,6.06
net83,6.06
rf._01960_,6.04
net80,6.04
net379,6.04
net629,6.04
net828,6.04
net833,6.04
net838,6.04
rf._02325_,6.02
net363,6.02
rf._00462_,6.005
rf._00527_,6.005
rf._00624_,6.005
rf._00759_,6.005
alu_inst._197_,5.98
rf._02181_,5.98
rf._03271_,5.98
rf._03427_,5.98
net136,5.98
net156,5.98
net305,5.98
net326,5.98
net441,5.98
net461,5.98
net564,5.98
net675,5.98
net707,5.98
net717,5.98
net823,5.98
net875,5.98
rf._00805_,5.965
rf._02864_,5.96
rf._03099_,5.96
rf._04043_,5.96
rf._04129_,5.96
rf._04355_,5.96
net230,5.96
net372,5.96
net439,5.96
_011_,5.94
rf._04234_,5.94
rf._01781_,5.92
rf._03564_,5.92
rf._03799_,5.92
rf._00896_,5.905
rf._00604_,5.895
rf._00105_,5.885
rf._00874_,5.885
rf._00879_,5.885
rf._01203_,5.86
rf._01607_,5.86
rf._04235_,5.86
net367,5.86
net373,5.86
net715,5.86
rf._01358_,5.84
rf._01361_,5.84
rf._01375_,5.84
rf._01419_,5.84
rf._01928_,5.84
rf._02257_,5.84
rf._02278_,5.84
rf._02303_,5.84
rf._02543_,5.84
rf._02788_,5.84
rf._03450_,5.84
rf._03517_,5.84
rf._03803_,5.84
rf._03915_,5.84
rf._04061_,5.84
rf._04215_,5.84
rf._04282_,5.84
rf._04780_,5.84
rf._04823_,5.84
rf._04904_,5.84
rf._05028_,5.84
rf._05069_,5.84
rf._05070_,5.84
rf._05096_,5.84
rf._05108_,5.84
rf._05133_,5.84
rf._05234_,5.84
rf._05659_,5.84
rf._05666_,5.84
rf.rd2\[9\],5.84
net131,5.84
net251,5.84
net437,5.84
rf._00679_,5.82
rf._05513_,5.82
alu_inst._090_,5.8
net52,5.8
rf._01094_,5.8
rf._01396_,5.8
rf._01700_,5.8
rf._01825_,5.8
rf._01900_,5.8
rf._02146_,5.8
rf._02433_,5.8
rf._02545_,5.8
rf._03017_,5.8
rf._03892_,5.8
rf._04138_,5.8
rf._04203_,5.8
rf._04295_,5.8
rf._04327_,5.8
rf._04671_,5.8
rf._04755_,5.8
rf._04878_,5.8
rf._04984_,5.8
rf._05316_,5.8
rf._05448_,5.8
rf._05672_,5.8
rf._05767_,5.8
rf._05769_,5.8
rf._05774_,5.8
net63,5.8
rf._00870_,5.785
rf._00040_,5.765
rf._00130_,5.765
rf._00483_,5.765
rf._00547_,5.765
rf._00595_,5.765
rf._00875_,5.765
rf._00942_,5.765
rf._01230_,5.74
rf._01945_,5.74
rf._02106_,5.74
rf._02322_,5.74
rf._02534_,5.74
rf._02980_,5.74
rf._03161_,5.74
rf._04088_,5.74
rf._04661_,5.74
rf._04669_,5.74
rf._04681_,5.74
rf._04698_,5.74
rf._04713_,5.74
rf._04734_,5.74
rf._04794_,5.74
rf._04890_,5.74
rf._04917_,5.74
rf._05012_,5.74
rf._05087_,5.74
rf._05149_,5.74
rf._05172_,5.74
rf._05221_,5.74
rf._05227_,5.74
rf._05235_,5.74
rf._05245_,5.74
rf._05263_,5.74
rf._05293_,5.74
rf._05392_,5.74
rf._05411_,5.74
rf._05453_,5.74
rf._05470_,5.74
rf._05489_,5.74
rf._05507_,5.74
rf._05582_,5.74
rf._05603_,5.74
rf._05613_,5.74
rf._05643_,5.74
rf._05653_,5.74
rf._05660_,5.74
rf._05683_,5.74
rf._05689_,5.74
rf._05717_,5.74
rf._05721_,5.74
rf._05777_,5.74
rf._01590_,5.72
rf._01606_,5.72
rf._02043_,5.72
rf._02523_,5.72
rf._02776_,5.72
rf._02779_,5.72
rf._02832_,5.72
rf._02991_,5.72
rf._03000_,5.72
rf._03192_,5.72
rf._03279_,5.72
rf._03598_,5.72
rf._03690_,5.72
rf._03976_,5.72
rf._03988_,5.72
rf._04268_,5.72
rf._04281_,5.72
rf._04610_,5.72
rf._04788_,5.72
rf._04875_,5.72
rf._04981_,5.72
rf._04993_,5.72
rf._05060_,5.72
rf._05075_,5.72
rf._05084_,5.72
rf._05120_,5.72
rf._05143_,5.72
rf._05258_,5.72
rf._05274_,5.72
rf._05285_,5.72
rf._05378_,5.72
rf._05542_,5.72
rf._05559_,5.72
rf._05650_,5.72
rf._05656_,5.72
rf._05685_,5.72
rf._05745_,5.72
rf._05770_,5.72
net350,5.72
net901,5.72
rf._00892_,5.705
alu_inst.a\[8\],5.7
rf._02139_,5.7
rf._01272_,5.68
rf._01302_,5.68
rf._01525_,5.68
rf._01611_,5.68
rf._01912_,5.68
rf._02398_,5.68
rf._02700_,5.68
rf._03347_,5.68
rf._03378_,5.68
rf._04378_,5.68
rf._04558_,5.68
rf._04585_,5.68
rf._04667_,5.68
rf._04779_,5.68
rf._04783_,5.68
rf._04865_,5.68
rf._04889_,5.68
rf._05025_,5.68
rf._05232_,5.68
rf._05328_,5.68
rf._05436_,5.68
rf._05477_,5.68
rf._05496_,5.68
rf._05651_,5.68
rf._05696_,5.68
rf._05712_,5.68
rf._05716_,5.68
rf._05787_,5.68
rf._05793_,5.68
net35,5.68
net635,5.68
rf._00227_,5.645
rf._00440_,5.64
rf._01578_,5.625
alu_inst._014_,5.62
rf._00193_,5.62
rf._00354_,5.62
rf._00388_,5.62
rf._00671_,5.62
rf._02336_,5.62
rf._04494_,5.62
net295,5.62
net298,5.62
net498,5.62
net522,5.62
net619,5.62
net641,5.62
net792,5.62
net796,5.62
net813,5.62
net862,5.62
net863,5.62
rf._01527_,5.6
rf._02351_,5.6
rf._02376_,5.6
rf._03295_,5.6
rf._03499_,5.6
rf._03962_,5.6
rf._04360_,5.6
rf._04649_,5.6
rf._05280_,5.6
net48,5.6
net228,5.6
net234,5.6
alu_inst._152_,5.58
net194,5.58
net253,5.58
net370,5.58
net471,5.58
net547,5.58
net646,5.58
net888,5.58
rf._02101_,5.56
rf._02220_,5.56
rf._03359_,5.56
rf._04416_,5.56
rf._00043_,5.545
rf._00408_,5.545
rf._00557_,5.545
rf._00393_,5.525
rf._01629_,5.52
rf._01744_,5.52
rf._01868_,5.52
rf._01999_,5.52
rf._02023_,5.52
rf._02273_,5.52
rf._02456_,5.52
rf._03372_,5.52
rf._03575_,5.52
net69,5.52
net78,5.52
net154,5.52
net157,5.52
net170,5.52
net171,5.52
net177,5.52
net180,5.52
net186,5.52
net187,5.52
net189,5.52
net191,5.52
net199,5.52
net203,5.52
net205,5.52
net229,5.52
net242,5.52
net249,5.52
net257,5.52
net272,5.52
net281,5.52
net286,5.52
net297,5.52
net302,5.52
net306,5.52
net329,5.52
net344,5.52
net359,5.52
net368,5.52
net396,5.52
net399,5.52
net410,5.52
net412,5.52
net413,5.52
net420,5.52
net422,5.52
net438,5.52
net440,5.52
net447,5.52
net450,5.52
net456,5.52
net460,5.52
net473,5.52
net474,5.52
net476,5.52
net483,5.52
net492,5.52
net494,5.52
net528,5.52
net531,5.52
net533,5.52
net535,5.52
net536,5.52
net538,5.52
net555,5.52
net556,5.52
net563,5.52
net566,5.52
net569,5.52
net579,5.52
net584,5.52
net594,5.52
net604,5.52
net610,5.52
net615,5.52
net623,5.52
net628,5.52
net630,5.52
net634,5.52
net639,5.52
net650,5.52
net652,5.52
net655,5.52
net664,5.52
net677,5.52
net691,5.52
net693,5.52
net695,5.52
net701,5.52
net706,5.52
net710,5.52
net712,5.52
net729,5.52
net730,5.52
net739,5.52
net749,5.52
net750,5.52
net751,5.52
net754,5.52
net756,5.52
net761,5.52
net763,5.52
net771,5.52
net806,5.52
net808,5.52
net812,5.52
net814,5.52
net818,5.52
net825,5.52
net836,5.52
net848,5.52
net856,5.52
net871,5.52
net876,5.52
net894,5.52
net906,5.52
rf._00639_,5.505
rf._00484_,5.5
rf._02033_,5.5
rf._02082_,5.5
rf._02714_,5.5
rf._02973_,5.5
rf._03141_,5.5
rf._04103_,5.5
alu_inst.a\[21\],5.48
rf._03291_,5.48
rf._03769_,5.48
rf._04535_,5.48
rf._04690_,5.48
net76,5.48
rf._02678_,5.46
rf._04056_,5.46
net9,5.46
rf._00520_,5.435
rf._00390_,5.405
rf._00799_,5.4
rf._01262_,5.4
rf._01549_,5.4
rf._01903_,5.4
rf._01916_,5.4
rf._02126_,5.4
rf._02156_,5.4
rf._02358_,5.4
rf._02373_,5.4
rf._02537_,5.4
rf._03217_,5.4
rf._03542_,5.4
rf._04501_,5.4
rf._05552_,5.4
net61,5.4
net405,5.4
net407,5.4
rf._01503_,5.38
rf._01576_,5.38
rf._01659_,5.38
rf._01884_,5.38
rf._02103_,5.38
rf._02445_,5.38
rf._02592_,5.38
rf._02996_,5.38
rf._02998_,5.38
rf._03158_,5.38
rf._03382_,5.38
rf._03927_,5.38
rf._04366_,5.38
rf._04533_,5.38
rf._04683_,5.38
rf._04765_,5.38
rf._04801_,5.38
rf._04905_,5.38
rf._04940_,5.38
rf._05048_,5.38
rf._05083_,5.38
rf._05128_,5.38
rf._05135_,5.38
rf._05152_,5.38
rf._05236_,5.38
rf._05296_,5.38
rf._05458_,5.38
rf._05750_,5.38
net178,5.38
net454,5.38
alu_inst.b\[8\],5.36
rf._02790_,5.36
rf._05446_,5.36
rf._05526_,5.36
rf._05729_,5.36
rf._00186_,5.345
rf._00488_,5.345
rf._00627_,5.345
rf._00659_,5.345
rf._00678_,5.345
rf._00768_,5.345
alu_inst._226_,5.34
rf._01065_,5.34
rf._01356_,5.34
rf._02309_,5.34
rf._03165_,5.34
rf._04030_,5.34
rf._04349_,5.34
rf._04694_,5.34
rf._04732_,5.34
rf._04741_,5.34
rf._04742_,5.34
rf._04749_,5.34
rf._04811_,5.34
rf._04900_,5.34
rf._04967_,5.34
rf._04969_,5.34
rf._05001_,5.34
rf._05005_,5.34
rf._05165_,5.34
rf._05219_,5.34
rf._05488_,5.34
rf._05519_,5.34
rf._05521_,5.34
rf._05535_,5.34
rf._05596_,5.34
rf._05703_,5.34
rf._05704_,5.34
rf._05713_,5.34
rf._05719_,5.34
rf._05761_,5.34
rf._05780_,5.34
rf._00008_,5.325
rf._00295_,5.315
rf._00817_,5.315
rf._00054_,5.305
rf._00061_,5.305
rf._00235_,5.305
rf._00258_,5.305
rf._00586_,5.305
rf._00592_,5.305
rf._00641_,5.305
rf._01202_,5.28
rf._01820_,5.28
rf._01871_,5.28
rf._02583_,5.28
rf._02658_,5.28
rf._03620_,5.28
rf._03824_,5.28
rf._03997_,5.28
rf._04573_,5.28
rf._05035_,5.28
rf._05792_,5.28
_002_,5.26
_027_,5.26
alu_inst._005_,5.26
alu_inst._080_,5.26
alu_inst._211_,5.26
rf._01267_,5.26
rf._01318_,5.26
rf._01708_,5.26
rf._02096_,5.26
rf._02357_,5.26
rf._03089_,5.26
rf._03462_,5.26
rf._03486_,5.26
rf._03942_,5.26
rf._04220_,5.26
rf._04221_,5.26
rf._04238_,5.26
rf._04309_,5.26
rf._04391_,5.26
rf._04409_,5.26
rf._04575_,5.26
rf._04631_,5.26
rf._04673_,5.26
rf._04815_,5.26
rf._04919_,5.26
rf._05036_,5.26
rf._05039_,5.26
rf._05059_,5.26
rf._05072_,5.26
rf._05077_,5.26
rf._05195_,5.26
rf._05241_,5.26
rf._05259_,5.26
rf._05307_,5.26
rf._05382_,5.26
rf._05474_,5.26
rf._05505_,5.26
rf._05548_,5.26
rf._05608_,5.26
rf._05655_,5.26
rf._05667_,5.26
rf._05797_,5.26
net77,5.26
net423,5.26
net642,5.26
net681,5.26
net869,5.26
alu_inst._201_,5.25
rf._00682_,5.245
rf._00736_,5.24
rf._03064_,5.225
rf._01232_,5.22
rf._01863_,5.22
rf._03253_,5.22
rf._03334_,5.22
rf._03471_,5.22
rf._04021_,5.22
rf._04223_,5.22
rf._04470_,5.22
rf._04645_,5.22
rf._04746_,5.22
rf._04769_,5.22
rf._04990_,5.22
rf._05002_,5.22
rf._05058_,5.22
rf._05110_,5.22
rf._05115_,5.22
rf._05579_,5.22
rf._05621_,5.22
rf._05714_,5.22
net261,5.22
rf._00303_,5.18
rf._00352_,5.165
alu_inst._115_,5.16
rf._00141_,5.16
rf._00395_,5.16
rf._00570_,5.16
rf._00782_,5.16
rf._01007_,5.16
rf._03778_,5.16
net166,5.16
net311,5.16
net315,5.16
net327,5.16
net364,5.16
net429,5.16
net504,5.16
net794,5.16
net826,5.16
rf._00859_,5.145
net86,5.14
net62,5.14
rf._03062_,5.14
rf._03190_,5.14
rf._03913_,5.14
rf._04341_,5.14
rf.rd2\[11\],5.14
rf.rd2\[24\],5.14
rf._02958_,5.12
net316,5.12
rf._00024_,5.085
rf._00253_,5.085
rf._00531_,5.085
rf._00730_,5.085
rf._02057_,5.06
rf._02464_,5.06
rf._02611_,5.06
rf._02870_,5.06
rf._03647_,5.06
rf._03912_,5.06
rf._04077_,5.06
rf._04472_,5.06
net68,5.06
net145,5.06
net148,5.06
net200,5.06
net221,5.06
net227,5.06
net244,5.06
net258,5.06
net279,5.06
net284,5.06
net349,5.06
net377,5.06
net596,5.06
net611,5.06
net815,5.06
net824,5.06
net832,5.06
net886,5.06
net889,5.06
rf._02621_,5.04
rf._03135_,5.04
rf._03245_,5.04
rf._03624_,5.04
rf._04386_,5.04
rf._05636_,5.04
net215,5.04
net414,5.04
rf._03078_,5.03
alu_inst.b\[29\],5.02
rf._02228_,5.02
rf._04464_,5.02
rf._04700_,5.02
rf.regs\[5\]\[24\],5.02
rf._01679_,5
rf._04308_,5
rf._00840_,4.985
rf._00914_,4.985
alu_inst._044_,4.94
alu_inst._082_,4.94
alu_inst._188_,4.94
net102,4.94
rf._02205_,4.94
rf._02305_,4.94
rf._03024_,4.94
rf._04093_,4.94
rf._05662_,4.94
net149,4.94
net174,4.94
rf._01479_,4.92
rf._01498_,4.92
rf._01780_,4.92
rf._01815_,4.92
rf._01851_,4.92
rf._01859_,4.92
rf._02064_,4.92
rf._02229_,4.92
rf._02277_,4.92
rf._02316_,4.92
rf._02408_,4.92
rf._02550_,4.92
rf._02554_,4.92
rf._02731_,4.92
rf._02800_,4.92
rf._03132_,4.92
rf._03649_,4.92
rf._03704_,4.92
rf._03834_,4.92
rf._04095_,4.92
rf._04571_,4.92
rf._04590_,4.92
rf._04600_,4.92
rf._04763_,4.92
rf._04879_,4.92
rf._04946_,4.92
rf._05040_,4.92
rf._05163_,4.92
rf._05199_,4.92
rf._05463_,4.92
rf._05586_,4.92
rf._05600_,4.92
rf._05606_,4.92
rf.rd2\[10\],4.92
net132,4.92
alu_inst._158_,4.9
rf._01804_,4.9
